2
1.071429 0.071429 8
0.000000 6.283185 23

 1.164765e+00 2.777399e-01 9.433068e-02 8.767835e-02 -8.855349e-02
 3.474550e-01 5.259712e-01 1.088531e+00 1.695863e+00 1.925046e+00
 2.059509e+00 2.449584e+00 2.437653e+00 2.166899e+00 1.918655e+00
 1.998956e+00 1.929709e+00 2.078423e+00 2.121446e+00 2.015549e+00
 2.175317e+00 2.113016e+00 1.164765e+00 1.797375e+00 2.684400e+00
 2.867810e+00 2.874462e+00 3.050694e+00 2.614685e+00 2.436169e+00
 1.873609e+00 1.266277e+00 1.037094e+00 9.026316e-01 5.125563e-01
 5.244874e-01 7.952413e-01 1.043485e+00 9.631841e-01 1.032432e+00
 8.837176e-01 8.406943e-01 9.465917e-01 7.868229e-01 8.491242e-01
 1.797375e+00 1.806612e+00 2.863367e+00 2.899746e+00 3.649410e+00
 3.059017e+00 2.023079e+00 1.484058e+00 9.353668e-01 8.931623e-01
 7.717752e-01 6.700810e-01 4.272962e-01 5.959172e-01 8.024341e-01
 1.035417e+00 1.074448e+00 1.062107e+00 1.095542e+00 9.893440e-01
 9.544684e-01 7.837135e-01 7.502439e-01 1.806612e+00 1.444363e+00
 1.951505e+00 2.398993e+00 2.595594e+00 1.672403e+00 9.528406e-01
 8.482282e-01 7.383655e-01 6.873070e-01 3.615241e-01 1.783435e-01
 1.756924e-01 5.205471e-01 9.865279e-01 1.090346e+00 1.167632e+00
 1.085530e+00 1.163401e+00 1.024440e+00 1.064983e+00 8.919023e-01
 6.552947e-01 1.444363e+00 1.223817e+00 1.590075e+00 1.678072e+00
 1.039118e+00 8.421213e-01 6.235700e-01 6.509305e-01 6.688186e-01
 4.900706e-01 3.412213e-01 1.606470e-01 1.607756e-01 4.974998e-01
 1.034708e+00 1.082256e+00 1.148858e+00 1.185521e+00 1.146246e+00
 1.091631e+00 1.021429e+00 8.981768e-01 7.130554e-01 1.223817e+00
 9.340123e-01 1.144961e+00 1.147444e+00 7.398663e-01 6.185209e-01
 5.730000e-01 5.418560e-01 5.629257e-01 6.230443e-01 4.513072e-01
 2.214960e-01 2.595439e-01 4.948057e-01 1.011232e+00 1.252081e+00
 1.350500e+00 1.299347e+00 1.238159e+00 1.204477e+00 1.097417e+00
 9.073569e-01 6.091093e-01 9.340123e-01 7.348312e-01 8.698273e-01
 7.016284e-01 5.495069e-01 5.358919e-01 4.626844e-01 4.597121e-01
 4.440493e-01 4.775919e-01 5.930032e-01 3.547133e-01 2.087056e-01
 5.855989e-01 1.071112e+00 1.141887e+00 1.179739e+00 1.312030e+00
 1.206349e+00 1.274802e+00 1.127908e+00 9.094404e-01 6.150209e-01
 7.348312e-01 4.177523e-01 4.426849e-01 3.524809e-01 2.783419e-01
 2.768517e-01 3.153870e-01 3.263032e-01 3.390265e-01 3.472188e-01
 3.477097e-01 3.010559e-01 3.509362e-01 6.339895e-01 9.041893e-01
 9.657680e-01 1.016036e+00 1.041056e+00 1.018672e+00 9.170194e-01
 8.821195e-01 7.951510e-01 4.772554e-01 4.177523e-01
